IDADE,SALARIO_ANUAL,SIT_PROPIEDADE,TEMPO_DE_TRABALHO,MOTIVO,PONTUACAO_EMPRESTIMO,VALOR_TOTAL_SOLICITADO,TAXAS_JUROS,POSSIB_INADIMPLENCIA,RENDA_PERCENTUAL,INADIMPLENCIA,TEMPO_PRIMEIRA_SOL_CRED
21,14400,ALUGADA,2,"MELHORA DO LAR",B,3000,9.63,1,0.21,0,2
24,105000,HIPOTECADA,8,"MELHORA DO LAR",C,5600,15.23,0,0.05,0,4
21,55530,,5,,A,13000,15.33,1,0.25,1,3
35,16800,ALUGADA,0,"MELHORA DO LAR",A,3000,5.42,1,0.18,0,7
22,58000,ALUGADA,0,"PAGAMENTO DE DEBITOS",C,20000,13.11,1,0.34,0,2
29,88000,ALUGADA,8,"PAGAMENTO DE DEBITOS",C,17600,14.26,0,0.2,1,6
24,44000,HIPOTECADA,7,PESSOAL,B,10000,9.99,0,0.23,0,3
24,77350,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",C,4800,13.79,0,0.06,1,4
33,104000,HIPOTECADA,3,EDUCATIVO,A,16000,NULL,0,0.15,0,9
29,31000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",A,9950,7.9,0,0.32,0,6
31,65000,ALUGADA,8,EDUCATIVO,B,7500,10.95,0,0.12,0,6
22,42224,ALUGADA,6,"PAGAMENTO DE DEBITOS",C,3000,13.48,0,0.07,1,2
23,43200,ALUGADA,7,MEDICO,C,5000,12.87,0,0.12,1,3
34,564000,ALUGADA,2,MEDICO,A,6000,7.14,0,0.01,0,5
38,51504,ALUGADA,3,EMPREENDIMENTO,C,10500,12.53,0,0.2,0,17
23,84000,ALUGADA,7,"PAGAMENTO DE DEBITOS",A,10000,5.99,0,0.12,0,2
29,150000,HIPOTECADA,4,MEDICO,A,7200,7.29,0,0.05,0,7
30,143000,HIPOTECADA,11,PESSOAL,A,18000,8.49,0,0.13,0,7
32,44808,ALUGADA,5,PESSOAL,B,12000,NULL,0,0.27,0,8
23,75996,HIPOTECADA,7,MEDICO,B,15000,10.62,0,0.2,0,2
37,NULL,ALUGADA,11,MEDICO,C,6000,NULL,1,0.13,0,10
25,39996,ALUGADA,0,EMPREENDIMENTO,C,5000,12.87,0,0.13,1,2
25,29000,ALUGADA,3,"PAGAMENTO DE DEBITOS",D,5000,15.7,1,0.17,1,3
30,69000,ALUGADA,0,"MELHORA DO LAR",A,1000,8.59,1,0.01,0,5
23,70000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",B,15000,11.14,0,0.21,0,4
28,100000,HIPOTECADA,4,EMPREENDIMENTO,D,25000,NULL,1,0.25,0,6
23,29666,OUTROS,1,EMPREENDIMENTO,A,3000,9.32,0,0.1,0,3
27,76000,HIPOTECADA,7,EDUCATIVO,B,6400,10.65,0,0.08,0,7
30,30000,ALUGADA,3,MEDICO,A,7000,NULL,0,0.23,0,8
24,20856,PROPIA,NULL,EMPREENDIMENTO,B,10000,10.59,0,0.48,0,4
34,44400,ALUGADA,0,EDUCATIVO,D,4500,16.02,1,0.1,0,9
22,46200,ALUGADA,5,EDUCATIVO,B,6200,12.42,0,0.13,0,3
29,74000,ALUGADA,0,EMPREENDIMENTO,E,18000,17.04,1,0.24,1,10
22,41400,ALUGADA,2,MEDICO,C,17000,12.87,1,0.41,0,3
22,50000,ALUGADA,6,PESSOAL,B,3000,10.99,0,0.06,0,3
24,38000,ALUGADA,5,"PAGAMENTO DE DEBITOS",A,5600,6.62,0,0.15,0,4
24,36600,ALUGADA,4,"PAGAMENTO DE DEBITOS",B,3000,9.33,0,0.08,0,2
28,49900,ALUGADA,6,"MELHORA DO LAR",C,7000,14.27,1,0.14,0,9
23,90000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",B,6000,11.89,0,0.07,0,4
31,160000,ALUGADA,8,EMPREENDIMENTO,C,3600,15.23,0,0.02,1,9
34,55500,ALUGADA,2,PESSOAL,A,8000,NULL,NULL,0.09,0,4
38,NULL,HIPOTECADA,5,,C,2800,8,1,0.19,0,3
27,33000,ALUGADA,7,EDUCATIVO,A,4000,6.76,0,0.12,0,9
33,60000,HIPOTECADA,0,EDUCATIVO,A,4000,6.54,0,0.07,0,9
47,52000,ALUGADA,5,EDUCATIVO,B,12000,11.99,0,0.23,0,14
27,35000,ALUGADA,0,MEDICO,A,6400,7.74,0,0.18,0,5
28,29950,ALUGADA,4,EDUCATIVO,C,3825,14.27,0,0.13,0,8
34,45000,ALUGADA,2,MEDICO,B,3000,11.11,0,0.07,0,7
25,85000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",C,7500,11.03,0,0.09,1,3
29,55000,HIPOTECADA,11,PESSOAL,B,4000,10.99,0,0.07,0,8
22,45504,ALUGADA,2,"PAGAMENTO DE DEBITOS",B,11000,10.99,0,0.24,0,2
23,60000,ALUGADA,5,EMPREENDIMENTO,D,5000,16.49,0,0.08,1,2
24,100400,HIPOTECADA,6,"MELHORA DO LAR",E,10000,16.4,0,0.1,1,4
23,40000,ALUGADA,5,PESSOAL,B,2000,11.71,0,0.05,0,2
21,33600,ALUGADA,4,EDUCATIVO,C,5000,13.49,0,0.15,0,3
25,45600,HIPOTECADA,7,MEDICO,C,13000,12.99,0,0.29,0,4
45,69600,PROPIA,11,EMPREENDIMENTO,A,6000,7.9,0,0.09,0,12
28,105000,HIPOTECADA,0,EMPREENDIMENTO,B,19000,12.21,0,0.18,0,6
22,36000,ALUGADA,6,MEDICO,B,3000,11.49,1,0.08,0,4
23,70000,HIPOTECADA,5,PESSOAL,A,10000,6.62,0,0.14,0,4
27,18200,ALUGADA,8,EMPREENDIMENTO,A,7200,7.49,1,0.4,0,9
29,113000,HIPOTECADA,5,PESSOAL,G,25000,18.84,1,0.22,1,7
29,115500,ALUGADA,1,EDUCATIVO,B,20000,10.46,0,0.17,0,9
24,49344,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",B,8500,9.99,0,0.17,0,4
22,37200,ALUGADA,6,"MELHORA DO LAR",A,7000,7.9,1,0.19,0,2
27,20000,ALUGADA,0,EMPREENDIMENTO,B,8000,11.89,1,0.4,0,6
21,26400,ALUGADA,5,PESSOAL,C,4750,12.23,0,0.18,0,3
28,85000,ALUGADA,1,EDUCATIVO,A,14400,9.07,0,0.17,0,8
22,27804,ALUGADA,2,,C,7000,8.94,0,0.1,,4
35,84000,HIPOTECADA,0,,C,5500,6.76,0,0.09,,9
24,37245,ALUGADA,9,EDUCATIVO,A,7200,8.9,0,0.19,0,4
22,54000,ALUGADA,2,PESSOAL,D,7000,14.96,1,0.13,0,3
31,86500,PROPIA,0,EMPREENDIMENTO,C,25000,13.57,0,0.29,0,9
28,70000,HIPOTECADA,NULL,,A,5000,9.32,0,0.03,0,2
25,41508,ALUGADA,NULL,MEDICO,C,NULL,NULL,0,0.11,0,2
56,95004,HIPOTECADA,6,PESSOAL,B,12000,11.58,0,0.13,0,20
29,60000,,4,,B,13000,16.45,1,0.27,0,3
27,70000,HIPOTECADA,11,PESSOAL,A,5600,5.42,0,0.08,0,7
26,38000,ALUGADA,6,PESSOAL,C,1000,15.27,0,0.03,1,3
23,51000,ALUGADA,4,"PAGAMENTO DE DEBITOS",A,10400,NULL,0,0.2,0,2
26,40000,ALUGADA,3,"PAGAMENTO DE DEBITOS",B,5000,9.45,0,0.13,0,3
29,80000,PROPIA,0,EMPREENDIMENTO,C,24000,12.87,0,0.3,0,9
22,70000,ALUGADA,4,EDUCATIVO,A,7550,7.51,0,0.11,0,3
28,72000,HIPOTECADA,3,"MELHORA DO LAR",B,4000,10.99,0,0.06,0,6
33,35360,HIPOTECADA,7,MEDICO,A,6350,7.51,0,0.18,0,5
31,32904,HIPOTECADA,15,EMPREENDIMENTO,C,3000,NULL,0,0.09,0,5
22,93000,HIPOTECADA,6,EMPREENDIMENTO,B,7500,NULL,0,0.08,0,4
26,80000,HIPOTECADA,6,PESSOAL,B,15000,12.53,0,0.19,0,3
50,35880,ALUGADA,0,MEDICO,C,4600,12.23,0,0.13,1,13
42,160000,ALUGADA,6,EMPREENDIMENTO,B,6000,10.65,0,0.04,0,17
28,42000,ALUGADA,3,MEDICO,B,8800,12.42,0,0.21,0,10
31,65000,HIPOTECADA,15,EMPREENDIMENTO,B,30000,12.69,0,0.46,0,9
25,32000,ALUGADA,9,MEDICO,E,NULL,7.88,NULL,0.16,0,5
30,18000,ALUGADA,NULL,EDUCATIVO,B,2400,11.49,0,0.13,0,10
25,125000,HIPOTECADA,9,EDUCATIVO,B,12000,9.91,0,0.1,0,3
35,65000,HIPOTECADA,19,"PAGAMENTO DE DEBITOS",B,20000,10.25,0,0.31,0,5
33,71000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",B,5300,11.49,0,0.07,0,9
52,83200,ALUGADA,0,"PAGAMENTO DE DEBITOS",C,8000,15.96,0,0.1,1,30
32,78000,ALUGADA,1,MEDICO,B,4000,9.88,0,0.05,0,6
30,50600,ALUGADA,1,"PAGAMENTO DE DEBITOS",C,12000,13.48,0,0.24,0,6
23,22080,HIPOTECADA,3,EDUCATIVO,A,6700,NULL,0,0.3,0,4
22,50361,ALUGADA,6,PESSOAL,C,12000,12.73,0,0.24,0,4
22,56000,HIPOTECADA,3,EDUCATIVO,D,10075,16.29,0,0.18,1,4
23,14400,PROPIA,2,"MELHORA DO LAR",E,4000,16.7,1,0.28,0,2
26,40500,ALUGADA,NULL,"PAGAMENTO DE DEBITOS",A,8500,7.88,0,0.21,0,2
28,61500,ALUGADA,2,MEDICO,B,15000,10.37,0,0.24,0,6
26,35000,ALUGADA,3,MEDICO,B,1800,11.36,0,0.05,0,3
31,60682,ALUGADA,NULL,EMPREENDIMENTO,A,2000,7.74,NULL,0.17,0,4
23,38000,ALUGADA,4,EMPREENDIMENTO,A,1500,8.32,0,0.04,0,3
32,70000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",B,10000,9.88,0,0.14,0,5
23,66000,HIPOTECADA,3,EMPREENDIMENTO,A,6000,7.88,0,0.09,0,2
21,56400,ALUGADA,5,PESSOAL,E,14400,18.79,0,0.26,0,3
36,160000,PROPIA,20,EMPREENDIMENTO,D,24000,14.96,0,0.15,1,15
40,82531,HIPOTECADA,1,MEDICO,A,6000,NULL,0,0.07,0,14
27,88000,ALUGADA,11,,A,4750,11.11,NULL,0.33,0,2
34,75000,ALUGADA,2,EMPREENDIMENTO,A,12000,7.29,0,0.16,0,8
23,48000,HIPOTECADA,0,EDUCATIVO,A,3200,7.51,0,0.07,0,2
26,77368,ALUGADA,1,EMPREENDIMENTO,B,15000,10,0,0.19,0,3
24,85000,ALUGADA,6,PESSOAL,C,10000,13.72,0,0.12,1,2
31,49000,ALUGADA,6,PESSOAL,A,5600,6.03,0,0.11,0,6
22,73063,HIPOTECADA,4,PESSOAL,C,11200,NULL,0,0.15,1,2
23,73185,HIPOTECADA,7,MEDICO,B,7000,9.63,1,0.08,0,2
23,29856,ALUGADA,0,PESSOAL,A,10300,8.94,1,0.34,0,2
27,45000,ALUGADA,2,PESSOAL,B,2700,9.91,0,0.06,0,6
29,35000,ALUGADA,2,"PAGAMENTO DE DEBITOS",B,2000,9.63,0,0.06,0,8
24,NULL,ALUGADA,4,MEDICO,C,4900,NULL,NULL,0.08,1,10
29,70000,ALUGADA,4,EMPREENDIMENTO,A,4500,6.62,0,0.06,0,9
25,180000,HIPOTECADA,9,"MELHORA DO LAR",B,6000,12.42,0,0.03,0,4
34,45000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",C,3800,13.16,0,0.08,1,5
27,58000,ALUGADA,1,EMPREENDIMENTO,B,8000,11.36,0,0.14,0,7
21,45000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",D,8000,15.31,1,0.18,1,3
24,100000,HIPOTECADA,0,MEDICO,C,10000,12.87,0,0.1,1,4
31,190000,HIPOTECADA,15,"PAGAMENTO DE DEBITOS",C,24000,NULL,0,0.13,0,6
21,50808,ALUGADA,2,EDUCATIVO,A,4000,6.17,0,0.08,0,4
25,69000,HIPOTECADA,5,PESSOAL,B,20000,10.75,0,0.29,0,2
41,30600,,0,"PAGAMENTO DE DEBITOS",B,NULL,15.23,0,0.07,1,4
22,56000,ALUGADA,5,EDUCATIVO,C,14000,14.35,0,0.25,1,4
21,36648,HIPOTECADA,NULL,"PAGAMENTO DE DEBITOS",B,7125,9.91,0,0.19,0,2
24,64600,ALUGADA,2,"PAGAMENTO DE DEBITOS",A,5000,7.9,0,0.08,0,4
46,336000,PROPIA,11,EDUCATIVO,B,9000,11.49,0,0.03,0,14
31,39000,ALUGADA,2,PESSOAL,C,7000,NULL,0,0.18,0,9
30,42000,ALUGADA,4,"PAGAMENTO DE DEBITOS",B,14750,NULL,1,0.35,0,7
33,35000,ALUGADA,12,MEDICO,A,NULL,NULL,1,0.35,0,4
42,2039784,ALUGADA,0,EMPREENDIMENTO,C,8450,12.29,0,0,1,15
28,25000,ALUGADA,NULL,MEDICO,D,9750,18.25,1,0.39,1,6
22,48000,ALUGADA,1,MEDICO,B,7200,9.62,0,0.15,0,4
27,32304,HIPOTECADA,6,"MELHORA DO LAR",A,1200,6.76,1,0.04,0,9
37,NULL,HIPOTECADA,6,EDUCATIVO,,20000,NULL,0,0.36,0,8
25,74678,HIPOTECADA,9,"PAGAMENTO DE DEBITOS",B,4000,10.62,0,0.05,0,2
24,21600,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",D,2000,14.84,1,0.09,0,2
29,29004,ALUGADA,8,EDUCATIVO,C,6000,12.87,0,0.21,0,5
37,40000,ALUGADA,0,EMPREENDIMENTO,B,12000,9.91,0,0.3,0,15
26,185000,PROPIA,10,PESSOAL,A,5000,7.68,0,0.03,0,2
30,300000,HIPOTECADA,13,EDUCATIVO,B,4000,10.65,0,0.01,0,10
21,40000,HIPOTECADA,3,MEDICO,A,2500,6.76,0,0.06,0,4
24,60000,ALUGADA,4,EDUCATIVO,A,12000,8.9,0,0.2,0,3
23,36000,ALUGADA,5,EDUCATIVO,B,10000,9.99,0,0.28,0,2
29,40000,ALUGADA,4,EMPREENDIMENTO,A,5400,7.9,0,0.14,0,7
22,33640,HIPOTECADA,4,EMPREENDIMENTO,B,12000,10.65,0,0.36,0,3
22,52000,ALUGADA,0,EMPREENDIMENTO,D,8000,15.58,1,0.15,0,3
25,46000,PROPIA,0,"PAGAMENTO DE DEBITOS",E,19750,16.7,1,0.43,1,4
39,73500,ALUGADA,1,EDUCATIVO,C,18000,NULL,0,0.24,1,15
28,99000,HIPOTECADA,12,EMPREENDIMENTO,B,18000,9.76,0,0.18,0,7
32,115000,ALUGADA,2,EDUCATIVO,B,4000,12.69,0,0.03,0,10
43,48000,ALUGADA,1,PESSOAL,B,6000,11.14,0,0.13,0,13
30,68000,HIPOTECADA,2,EDUCATIVO,C,6000,13.72,0,0.09,0,5
27,72800,HIPOTECADA,7,"MELHORA DO LAR",B,7000,NULL,0,0.1,0,10
23,63800,ALUGADA,7,EDUCATIVO,B,5000,9.99,0,0.08,0,4
25,123000,ALUGADA,1,MEDICO,B,8000,12.53,0,0.07,0,3
32,82000,HIPOTECADA,13,PESSOAL,B,10000,10.36,0,0.12,0,6
25,55000,ALUGADA,0,EDUCATIVO,C,8400,13.72,0,0.15,0,3
23,150600,HIPOTECADA,3,EDUCATIVO,A,2400,7.49,0,0.02,0,2
22,98004,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",A,16000,7.66,0,0.16,0,3
23,42000,ALUGADA,1,EMPREENDIMENTO,B,7325,12.69,0,0.17,0,3
27,44000,HIPOTECADA,0,EDUCATIVO,C,9000,NULL,1,0.04,,6
23,30000,ALUGADA,6,EMPREENDIMENTO,B,19750,11.14,1,0.66,0,4
27,170496,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",B,15000,11.83,1,0.09,0,10
25,107000,HIPOTECADA,1,EDUCATIVO,A,1000,7.4,0,0.01,0,4
26,48000,ALUGADA,10,EDUCATIVO,B,4225,9.83,0,0.09,0,3
30,65004,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,5250,9.63,0,0.08,0,8
24,37000,HIPOTECADA,4,MEDICO,A,4000,NULL,0,0.11,0,4
21,12000,ALUGADA,NULL,MEDICO,B,3000,9.76,0,NULL,,7
24,70092,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",B,13950,11.14,0,0.2,0,2
32,45996,ALUGADA,2,EDUCATIVO,B,1800,11.58,0,0.04,0,8
33,98004,HIPOTECADA,2,EMPREENDIMENTO,B,4000,10.99,0,0.04,0,9
24,78000,HIPOTECADA,8,"MELHORA DO LAR",B,9800,10.99,0,0.13,0,3
27,56253,ALUGADA,11,"MELHORA DO LAR",B,10000,11.36,0,0.18,0,10
23,NULL,,0,PESSOAL,A,6500,NULL,0,0.1,0,4
23,85000,HIPOTECADA,3,EDUCATIVO,A,7200,6.92,0,0.08,0,4
34,41600,ALUGADA,0,PESSOAL,B,NULL,NULL,1,0.27,0,3
21,39600,HIPOTECADA,5,MEDICO,A,6400,6.91,1,0.16,0,2
27,36000,PROPIA,4,MEDICO,C,1050,14.72,0,0.03,1,5
38,35427,ALUGADA,3,PESSOAL,C,5950,11.72,0,0.17,1,11
24,59400,ALUGADA,8,"PAGAMENTO DE DEBITOS",A,6000,7.9,0,0.1,0,3
22,26000,ALUGADA,2,MEDICO,A,3900,7.51,0,0.15,0,3
32,78000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",A,5400,7.88,0,0.07,0,6
31,69000,ALUGADA,12,"MELHORA DO LAR",A,16000,5.99,0,0.23,0,9
25,12996,PROPIA,1,MEDICO,D,3600,14.59,1,0.28,0,3
25,64000,ALUGADA,9,MEDICO,B,14400,9.62,0,0.23,0,2
23,49000,HIPOTECADA,7,EDUCATIVO,C,4000,13.99,0,0.08,0,3
22,25062,PROPIA,4,"PAGAMENTO DE DEBITOS",D,4000,16.49,0,0.16,1,2
22,18000,ALUGADA,2,EMPREENDIMENTO,A,6000,6.62,1,0.33,0,2
22,40320,ALUGADA,0,"PAGAMENTO DE DEBITOS",C,12000,14.27,0,0.3,0,3
24,NULL,ALUGADA,8,EMPREENDIMENTO,,14000,NULL,0,0.24,0,6
23,85000,HIPOTECADA,7,EDUCATIVO,A,4000,5.79,0,0.05,0,3
34,33666,ALUGADA,4,"PAGAMENTO DE DEBITOS",D,8000,17.49,1,0.24,1,5
28,55000,ALUGADA,10,EDUCATIVO,B,13000,10.99,0,0.24,0,8
32,63000,HIPOTECADA,12,EDUCATIVO,C,7000,13.57,0,0.11,1,7
23,80000,ALUGADA,3,MEDICO,B,21000,11.99,0,0.26,0,3
22,36000,ALUGADA,6,EMPREENDIMENTO,B,4000,NULL,0,0.11,0,4
28,50000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,5000,7.74,0,0.1,0,6
22,50004,HIPOTECADA,6,EDUCATIVO,C,2500,12.53,0,0.05,0,2
26,56700,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,6000,9.63,0,0.11,0,4
22,108000,ALUGADA,1,PESSOAL,D,8000,16.29,1,0.07,1,2
22,24900,HIPOTECADA,1,MEDICO,C,5500,13.16,1,0.22,0,2
26,59760,HIPOTECADA,NULL,"MELHORA DO LAR",B,6000,9.99,0,0.1,0,2
36,46000,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,10000,12.53,0,0.22,0,14
22,115200,ALUGADA,0,"PAGAMENTO DE DEBITOS",A,7000,7.66,0,0.06,0,2
25,39000,ALUGADA,9,MEDICO,D,7500,15.62,1,0.19,1,2
32,25000,PROPIA,2,EMPREENDIMENTO,D,5000,16.32,0,0.2,1,9
31,50000,HIPOTECADA,5,EMPREENDIMENTO,A,2000,6.39,0,0.04,0,7
25,60000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,3000,5.99,0,0.05,0,4
23,50000,ALUGADA,7,PESSOAL,B,15000,10.37,0,0.3,0,3
22,43000,ALUGADA,6,PESSOAL,B,13500,10.95,1,0.31,0,3
30,90000,ALUGADA,14,"PAGAMENTO DE DEBITOS",A,18000,8.94,0,0.2,0,7
21,10800,ALUGADA,4,PESSOAL,B,2500,8.88,1,0.23,0,2
26,300000,HIPOTECADA,0,EDUCATIVO,D,25000,15.33,0,0.08,0,3
35,24996,ALUGADA,0,EMPREENDIMENTO,A,5000,8.49,0,0.2,0,6
27,40000,ALUGADA,2,EDUCATIVO,C,6000,11.28,0,0.15,0,7
27,59000,HIPOTECADA,11,MEDICO,A,4000,5.79,0,0.07,0,6
34,55000,HIPOTECADA,3,EMPREENDIMENTO,A,12800,5.42,0,0.23,0,9
21,15000,ALUGADA,0,PESSOAL,D,3600,15.95,1,0.24,0,2
29,59520,ALUGADA,13,"MELHORA DO LAR",A,9000,5.42,0,0.15,0,9
28,24000,ALUGADA,0,PESSOAL,C,10000,12.87,1,0.42,1,10
25,32004,ALUGADA,5,"PAGAMENTO DE DEBITOS",C,5000,14.35,0,0.16,0,3
22,105000,HIPOTECADA,NULL,,A,13000,14.11,0,0.2,0,3
24,48000,ALUGADA,5,PESSOAL,A,18000,6.54,1,0.38,0,2
NULL,103000,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",C,9000,NULL,0,0.08,0,4
29,53000,HIPOTECADA,3,EDUCATIVO,A,6000,8,0,0.11,0,8
21,58951,HIPOTECADA,5,MEDICO,A,3000,7.51,0,0.05,0,4
22,88000,ALUGADA,6,"PAGAMENTO DE DEBITOS",D,25000,15.58,1,0.28,1,2
48,31824,ALUGADA,18,MEDICO,D,8800,15.62,1,0.28,0,11
29,40000,ALUGADA,NULL,EMPREENDIMENTO,C,6000,NULL,0,0.05,0,10
22,68000,HIPOTECADA,6,EDUCATIVO,B,10000,NULL,0,0.15,0,2
22,30000,ALUGADA,2,PESSOAL,B,6000,12.42,0,0.2,0,4
22,77250,ALUGADA,3,PESSOAL,B,4000,11.71,0,0.05,0,3
31,82656,OUTROS,10,"PAGAMENTO DE DEBITOS",C,6000,12.09,0,0.07,1,9
41,71000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",B,12000,NULL,0,0.17,0,15
26,100000,ALUGADA,0,"PAGAMENTO DE DEBITOS",C,15000,14.26,0,0.15,1,2
25,78000,HIPOTECADA,0,EMPREENDIMENTO,A,14000,7.51,0,0.18,0,3
38,160000,HIPOTECADA,12,EMPREENDIMENTO,A,14000,6.62,0,0.09,0,13
26,43000,ALUGADA,4,EDUCATIVO,C,10000,14.65,0,0.23,0,4
32,105000,HIPOTECADA,5,EDUCATIVO,A,12100,5.99,0,0.12,0,6
22,54996,ALUGADA,6,"PAGAMENTO DE DEBITOS",C,2500,14.35,0,0.05,1,4
25,NULL,,9,PESSOAL,B,3000,6.39,0,0.04,0,3
24,87278,HIPOTECADA,3,EMPREENDIMENTO,A,12000,5.42,0,0.14,0,2
25,44000,ALUGADA,5,MEDICO,A,2400,7.66,0,0.05,0,4
25,29328,HIPOTECADA,9,"PAGAMENTO DE DEBITOS",A,10000,7.74,0,0.34,0,3
66,300000,HIPOTECADA,3,PESSOAL,A,28000,6.62,0,0.09,0,23
22,54000,HIPOTECADA,6,MEDICO,A,5000,6.03,0,0.09,0,2
24,33000,HIPOTECADA,0,MEDICO,A,8125,8.59,0,0.25,0,4
34,45000,ALUGADA,7,MEDICO,A,1500,5.99,0,0.03,0,10
25,105000,HIPOTECADA,3,EMPREENDIMENTO,C,12000,12.84,0,0.11,1,2
21,30000,ALUGADA,4,EDUCATIVO,D,3000,16.32,0,0.1,1,3
26,155000,HIPOTECADA,4,MEDICO,A,18000,6.99,0,0.12,0,4
24,118068,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,4000,10.51,1,0.03,0,3
35,60000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",A,2000,6.91,0,0.03,0,6
26,83000,HIPOTECADA,11,"PAGAMENTO DE DEBITOS",B,25000,NULL,0,0.3,0,3
31,42096,ALUGADA,15,PESSOAL,B,12500,11.11,0,0.3,0,5
21,36000,ALUGADA,2,EDUCATIVO,B,6000,11.86,0,0.17,0,3
22,47952,HIPOTECADA,NULL,EMPREENDIMENTO,A,15000,6.17,0,0.31,0,4
43,98004,HIPOTECADA,11,PESSOAL,A,6000,5.42,0,0.06,0,15
25,24996,ALUGADA,8,EMPREENDIMENTO,C,2500,12.98,0,0.1,0,4
24,37000,HIPOTECADA,8,MEDICO,B,10000,10.99,0,0.27,0,3
26,53000,HIPOTECADA,3,EMPREENDIMENTO,A,2800,6.03,0,0.05,0,3
46,62047,ALUGADA,4,MEDICO,A,10000,9.63,1,0.14,0,13
30,39760,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",B,14500,10.75,1,0.36,0,7
23,125000,ALUGADA,7,EDUCATIVO,C,15000,12.99,0,0.12,0,4
30,103500,HIPOTECADA,14,EMPREENDIMENTO,D,24150,14.61,0,0.23,0,9
25,32000,ALUGADA,1,MEDICO,E,2500,16.45,1,0.08,1,2
22,107004,HIPOTECADA,2,EDUCATIVO,A,10000,7.29,0,0.09,0,3
21,65000,ALUGADA,4,PESSOAL,B,15000,12.42,0,0.23,0,4
NULL,113000,,7,EDUCATIVO,A,3600,9.99,0,0.1,0,4
24,40000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",A,4500,6.62,0,0.11,0,3
40,62540,HIPOTECADA,5,MEDICO,F,7500,19.04,1,0.1,1,12
22,60000,HIPOTECADA,6,PESSOAL,B,12900,11.14,0,0.21,0,4
22,26400,ALUGADA,0,"MELHORA DO LAR",C,2400,13.92,1,0.09,0,3
31,93000,PROPIA,4,EDUCATIVO,B,10000,NULL,0,0.11,0,6
25,50000,HIPOTECADA,9,PESSOAL,A,12000,NULL,0,0.24,0,2
22,130000,HIPOTECADA,3,EMPREENDIMENTO,B,24250,12.18,0,0.19,0,4
23,24000,ALUGADA,1,EMPREENDIMENTO,B,5500,10.99,0,0.23,0,4
37,78000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",B,12000,9.83,0,0.15,0,11
25,9600,ALUGADA,NULL,MEDICO,C,1200,15.23,0,0.13,0,2
24,60500,ALUGADA,9,EDUCATIVO,D,12000,16.49,0,0.2,0,2
34,14400,ALUGADA,2,PESSOAL,B,2500,10,1,0.17,0,5
24,61284,ALUGADA,3,"MELHORA DO LAR",D,15000,18.25,0,0.24,1,4
22,32000,ALUGADA,5,PESSOAL,C,9500,13.57,0,0.3,0,3
22,34500,ALUGADA,2,"PAGAMENTO DE DEBITOS",D,5000,16.89,1,0.14,1,2
22,65496,ALUGADA,6,EMPREENDIMENTO,B,10000,11.11,0,0.15,0,4
26,51000,HIPOTECADA,10,MEDICO,D,13000,15.33,1,0.25,1,3
21,50000,ALUGADA,1,EDUCATIVO,A,10000,6.03,0,0.2,0,4
28,76000,ALUGADA,4,"PAGAMENTO DE DEBITOS",A,3400,8.49,0,0.04,0,5
22,26400,ALUGADA,6,EDUCATIVO,B,1500,11.11,0,0.06,0,3
26,51600,ALUGADA,10,"MELHORA DO LAR",B,5500,11.99,1,0.11,0,3
21,69000,ALUGADA,3,MEDICO,A,15000,8.49,0,0.22,0,2
53,34000,HIPOTECADA,NULL,MEDICO,,4000,10.75,0,0.04,0,5
34,60000,ALUGADA,2,MEDICO,A,15000,7.88,0,0.25,0,7
24,36000,ALUGADA,5,EMPREENDIMENTO,A,4500,7.14,0,0.13,0,4
27,104000,ALUGADA,8,"PAGAMENTO DE DEBITOS",B,11000,NULL,0,0.11,0,8
29,30000,ALUGADA,3,EMPREENDIMENTO,A,5000,9.32,0,0.17,0,5
27,68000,PROPIA,11,PESSOAL,A,20000,7.9,0,0.29,0,9
23,102000,HIPOTECADA,4,EDUCATIVO,B,20000,NULL,0,0.2,0,3
